Id,LotArea,LotShape,LandContour,Utilities,LotConfig,Slope,DwellClass,OverallQuality,OverallCondition,YearBuilt,ExteriorCondition,BasementCondition,TotalBSF,CentralAir,LowQualFinSF,LivingArea,FullBath,HalfBath,BedroomAbvGr,KitchenQuality,KitchenAbvGr,TotalRmsAbvGrd,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,OpenPorchSF,MoSold,YrSold,SalePrice
98,10921,4,HLS,AllPub,Inside,Gtl,1Fam,4,5,1965,TA,TA,960,Y,0,960,1,0,3,TA,1,6,0,Attchd,1,P,0,0,5,2007,94750
99,10625,4,Lvl,AllPub,Corner,Gtl,1Fam,5,5,1920,TA,TA,458,N,0,835,1,0,2,TA,1,5,0,Basment,1,Y,0,0,5,2010,83000
102,9206,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1985,TA,TA,741,Y,0,1732,2,1,3,Gd,1,7,1,Attchd,2,Y,0,46,6,2010,178000
103,7018,4,Bnk,AllPub,Inside,Gtl,Duplex,5,5,1979,Fa,NB,0,Y,0,1535,2,0,4,TA,2,8,0,Attchd,2,Y,0,0,6,2009,118964
105,7758,4,Lvl,AllPub,Corner,Gtl,1Fam,7,4,1931,Fa,TA,1040,Y,0,1818,1,1,4,TA,1,7,2,Detchd,1,Y,0,0,6,2007,169500
106,9375,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2003,TA,TA,1053,Y,0,1992,2,1,3,Gd,1,9,1,Attchd,2,Y,0,45,8,2008,250000
107,10800,4,Lvl,AllPub,Inside,Gtl,1Fam,4,7,1885,TA,TA,641,Y,0,1047,1,0,2,TA,1,6,0,Detchd,1,N,0,0,8,2007,100000
108,6000,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1948,TA,TA,789,Y,0,789,1,0,2,TA,1,5,0,Detchd,1,Y,0,0,4,2008,115000
109,8500,4,Lvl,AllPub,Corner,Gtl,1Fam,5,7,1919,TA,TA,793,N,0,1517,2,0,3,Fa,1,7,0,NA,0,N,0,0,8,2007,115000
111,9525,4,Lvl,AllPub,Inside,Gtl,1Fam,6,4,1954,TA,Fa,994,Y,0,1855,2,0,4,TA,1,7,0,Attchd,1,Y,0,0,10,2006,136900
113,9965,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2007,TA,TA,1264,Y,0,2696,2,1,4,Ex,1,10,1,BuiltIn,3,Y,0,184,10,2007,383970
114,21000,4,Bnk,AllPub,Corner,Gtl,1Fam,6,5,1953,Gd,TA,1809,Y,0,2259,2,0,3,Gd,1,7,2,Basment,2,Y,0,120,10,2007,217000
116,3230,4,Lvl,AllPub,Corner,Gtl,TwnhsE,6,5,1999,TA,TA,729,Y,0,1458,2,1,2,TA,1,5,1,Detchd,2,Y,0,32,6,2007,176000
117,11616,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1962,TA,TA,1092,Y,0,1092,1,0,3,TA,1,6,1,Attchd,1,Y,0,20,9,2009,139000
118,8536,4,Lvl,AllPub,Corner,Gtl,1Fam,5,5,2006,TA,TA,1125,Y,0,1125,1,1,2,TA,1,5,0,Attchd,2,Y,0,64,4,2007,155000
119,12376,4,Lvl,AllPub,Corner,Gtl,1Fam,7,5,1990,TA,TA,1673,Y,0,3222,3,0,5,Gd,1,11,2,Attchd,3,Y,0,0,5,2010,320000
120,8461,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2005,TA,TA,728,Y,0,1456,2,1,3,Gd,1,8,1,Attchd,2,Y,0,24,7,2006,163990
122,6060,4,Lvl,AllPub,Inside,Gtl,1Fam,4,5,1939,TA,TA,732,Y,0,1123,1,0,3,TA,1,4,0,Detchd,1,P,0,0,6,2007,100000
123,9464,4,Lvl,AllPub,Corner,Gtl,1Fam,6,7,1958,Gd,TA,1080,Y,0,1080,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,6,2008,136000
124,7892,4,Lvl,AllPub,Inside,Gtl,TwnhsE,6,5,1993,TA,TA,1199,Y,0,,2,0,2,Gd,1,5,0,Attchd,2,Y,0,63,3,2008,153900
126,6780,4,Lvl,AllPub,Inside,Gtl,2fmCon,6,8,1935,Fa,TA,520,N,234,754,1,0,2,TA,1,5,0,NA,0,N,0,0,6,2006,84500
129,7590,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1966,TA,TA,660,Y,0,1348,1,1,3,TA,1,6,1,Attchd,2,Y,0,108,7,2006,155000
130,8973,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1958,TA,TA,1008,Y,0,1053,1,1,3,Ex,1,6,0,2Types,2,Y,0,80,7,2006,150000
131,14200,4,Lvl,AllPub,Corner,Gtl,1Fam,7,6,1966,TA,TA,924,Y,0,2157,2,1,4,Gd,1,8,2,Attchd,2,Y,0,66,5,2006,226000
133,7388,4,Lvl,AllPub,Corner,Gtl,1Fam,5,6,1959,TA,TA,1063,Y,0,1327,1,0,3,Gd,1,7,0,Detchd,2,Y,0,0,7,2007,150750
136,10400,4,Lvl,AllPub,Inside,Gtl,1Fam,7,6,1970,TA,TA,1304,Y,0,1682,2,0,3,TA,1,7,1,Attchd,2,Y,0,0,5,2008,174000
138,11070,4,Lvl,AllPub,Inside,Gtl,Duplex,7,5,1988,TA,TA,1907,Y,0,1959,3,0,5,TA,2,9,0,2Types,3,Y,0,0,7,2006,171000
141,10500,4,Lvl,AllPub,FR2,Gtl,1Fam,4,5,1971,TA,TA,864,Y,0,864,1,0,3,TA,1,5,1,NA,0,Y,0,0,4,2010,115000
142,11645,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2005,TA,TA,1734,Y,0,1734,2,0,3,Gd,1,7,0,Attchd,2,Y,0,24,1,2006,260000
143,8520,4,Lvl,AllPub,Corner,Gtl,1Fam,5,4,1952,Fa,TA,910,Y,0,1385,2,0,4,TA,1,6,0,Detchd,2,Y,0,0,6,2010,166000
145,9100,4,Lvl,AllPub,Inside,Gtl,Duplex,5,5,1963,TA,TA,1728,Y,0,1728,2,0,6,TA,2,10,0,Detchd,2,Y,0,0,11,2006,125000
146,2522,4,Lvl,AllPub,Inside,Gtl,Twnhs,6,5,2004,TA,TA,970,Y,0,1709,2,0,3,Gd,1,7,0,Detchd,2,Y,0,40,4,2006,130000
147,6120,4,Lvl,AllPub,Corner,Gtl,1Fam,5,7,1931,TA,TA,715,Y,0,875,1,0,2,TA,1,5,0,Detchd,1,Y,0,0,11,2009,105000
149,7500,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2004,TA,TA,1080,Y,0,1080,1,0,3,Gd,1,6,0,NA,0,Y,0,0,4,2008,141000
150,6240,4,Lvl,AllPub,Inside,Gtl,1Fam,5,4,1936,TA,TA,896,Y,0,1344,1,0,3,TA,1,7,0,Detchd,1,Y,0,114,4,2006,115000
151,10356,4,Lvl,AllPub,Corner,Gtl,1Fam,5,6,1975,TA,TA,969,Y,0,969,1,1,3,TA,1,5,0,Attchd,2,Y,0,0,1,2007,122000
152,13891,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2007,TA,TA,1710,Y,0,1710,2,0,2,Gd,1,6,1,Attchd,3,Y,0,102,1,2008,372402
154,13500,4,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1960,TA,TA,1602,Y,0,1252,1,0,1,TA,1,4,1,Attchd,2,Y,0,0,3,2008,235000
155,11340,4,Lvl,AllPub,Corner,Gtl,1Fam,6,5,1923,TA,TA,1200,Y,0,1200,1,0,4,TA,1,7,0,Detchd,1,Y,0,0,3,2006,125000
156,9600,4,Lvl,AllPub,Corner,Gtl,1Fam,6,5,1924,TA,TA,572,N,0,1096,1,0,2,TA,1,5,0,NA,0,N,0,8,4,2008,79000
157,7200,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,,TA,NB,0,Y,0,1040,1,0,2,TA,1,5,0,Detchd,2,Y,0,0,6,2006,109500
158,12003,4,Lvl,AllPub,Corner,Gtl,1Fam,8,5,2009,TA,TA,774,Y,0,1968,2,1,4,Ex,1,8,1,BuiltIn,3,Y,0,75,5,2010,269500
159,12552,4,Lvl,AllPub,Corner,Gtl,1Fam,7,5,2004,TA,TA,991,Y,0,1947,2,1,3,Gd,1,8,1,Attchd,2,Y,0,136,5,2010,254900
163,12182,4,Lvl,AllPub,Corner,Gtl,1Fam,7,5,2005,TA,TA,1541,Y,0,1541,2,0,3,Gd,1,7,1,Attchd,2,Y,0,70,5,2010,220000
164,5500,4,Lvl,AllPub,Inside,Gtl,1Fam,4,6,1956,TA,TA,882,Y,0,882,1,0,1,TA,1,4,0,NA,0,Y,0,0,4,2007,103200
165,5400,4,Lvl,AllPub,Corner,Gtl,1Fam,6,7,1926,Gd,TA,1149,Y,0,1616,2,0,3,Gd,1,5,0,Detchd,1,Y,0,0,10,2007,152000
166,10106,4,Lvl,AllPub,Inside,Gtl,2fmCon,5,7,1940,Gd,TA,644,Y,0,1355,2,0,4,TA,2,6,0,NA,0,Y,0,0,9,2008,127500
168,10562,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2007,TA,TA,1582,Y,0,2161,1,1,3,Ex,1,8,1,Attchd,3,Y,0,120,11,2007,325624
176,12615,4,Lvl,AllPub,Corner,Gtl,1Fam,6,7,1950,TA,Gd,1202,Y,0,2158,2,0,4,Gd,1,7,1,Attchd,2,Y,0,29,6,2007,243000
178,13650,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1958,Gd,TA,1052,Y,0,1920,2,0,4,Gd,1,8,1,Attchd,2,Y,0,0,7,2006,172500
180,8520,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1923,TA,TA,968,Y,0,968,1,0,2,TA,1,5,0,Detchd,2,N,0,0,7,2007,100000
181,2117,4,Lvl,AllPub,Inside,Gtl,Twnhs,6,5,2000,TA,TA,756,Y,0,1525,2,1,3,Gd,1,5,1,Detchd,2,Y,0,0,6,2007,177000
182,7588,4,Lvl,AllPub,Inside,Gtl,1Fam,7,6,1920,TA,TA,793,Y,0,1802,1,1,4,TA,1,9,1,Detchd,1,Y,0,0,7,2006,200100
183,9060,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1957,TA,NB,0,Y,0,1340,1,0,3,TA,1,7,1,Attchd,1,Y,0,0,6,2007,120000
184,11426,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2003,TA,TA,1362,Y,0,2082,2,1,3,Gd,1,6,0,Detchd,2,N,0,238,6,2008,200000
188,10410,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1916,TA,TA,660,Y,144,1656,2,1,3,TA,1,8,0,Detchd,1,N,0,0,8,2009,135000
189,7018,4,Bnk,AllPub,Inside,Gtl,Duplex,5,5,1979,TA,TA,1086,Y,0,1224,0,2,2,TA,2,6,2,Detchd,2,Y,0,0,6,2009,153337
190,4923,4,Lvl,AllPub,Inside,Gtl,TwnhsE,8,5,2001,TA,TA,1593,Y,0,1593,1,1,0,Ex,1,5,1,Attchd,2,Y,0,120,8,2008,286000
191,10570,4,Bnk,AllPub,Inside,Mod,1Fam,8,8,1932,TA,Gd,853,Y,0,2727,2,1,3,Gd,1,10,2,Detchd,2,Y,0,74,12,2007,315000
194,2522,4,Lvl,AllPub,Inside,Gtl,Twnhs,7,5,2004,TA,TA,970,Y,0,1709,2,0,3,Gd,1,7,0,Detchd,2,Y,0,40,5,2006,130000
196,2280,4,Lvl,AllPub,FR2,Gtl,Twnhs,6,6,1976,TA,TA,855,Y,0,1456,2,1,3,TA,1,7,1,Attchd,2,Y,0,0,7,2009,148500
197,9416,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2007,TA,TA,1726,Y,0,1726,2,0,3,Ex,1,8,1,Attchd,3,Y,0,138,9,2007,311872
198,25419,4,Lvl,AllPub,Corner,Gtl,1Fam,8,4,1918,Gd,TA,1360,Y,392,3112,2,0,4,Gd,1,8,1,Detchd,2,Y,512,16,3,2006,235000
199,5520,4,Lvl,AllPub,Corner,Gtl,1Fam,6,6,1912,TA,TA,755,Y,371,2229,1,0,5,TA,1,8,0,NA,0,Y,0,198,7,2009,104000
200,9591,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2004,TA,TA,1713,Y,0,1713,2,0,3,Ex,1,7,1,Attchd,3,Y,0,26,1,2009,274900
201,8546,4,Lvl,AllPub,Corner,Gtl,1Fam,4,5,2003,TA,TA,1121,Y,0,1121,2,0,2,TA,1,5,0,Attchd,2,Y,0,64,3,2010,140000
202,10125,4,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1977,TA,TA,1196,Y,0,1279,2,0,3,TA,1,6,2,Detchd,2,Y,0,83,2,2008,171500
203,7000,4,Lvl,AllPub,Corner,Gtl,1Fam,6,6,1924,Gd,TA,617,Y,0,1310,2,0,2,TA,1,6,0,Attchd,1,Y,0,0,5,2006,112000
204,4438,4,Lvl,AllPub,Inside,Gtl,TwnhsE,6,5,2004,TA,TA,848,Y,0,848,1,0,1,Gd,1,3,1,Attchd,2,Y,0,0,1,2008,149000
205,3500,4,Lvl,AllPub,Inside,Gtl,1Fam,5,7,1947,TA,TA,720,Y,0,1284,1,1,2,TA,1,5,0,Detchd,1,Y,0,35,4,2009,110000
206,11851,4,Lvl,AllPub,Corner,Gtl,1Fam,7,5,1990,TA,TA,1424,Y,0,1442,2,0,3,TA,1,5,0,Attchd,2,Y,0,34,5,2009,180500
210,8250,4,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1964,TA,TA,1092,Y,0,1092,1,0,3,TA,1,6,0,Attchd,2,Y,0,0,7,2008,145000
211,5604,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1925,TA,TA,864,N,0,864,1,0,2,TA,1,5,0,NA,0,Y,0,0,4,2008,98000
212,10420,4,Lvl,AllPub,Corner,Gtl,1Fam,6,5,2009,TA,TA,1212,Y,0,1212,2,0,3,Gd,1,6,0,Attchd,2,Y,0,22,3,2010,186000
213,8640,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2009,TA,TA,900,Y,0,1852,2,1,3,Gd,1,7,1,Attchd,2,Y,0,108,7,2009,252678
217,8450,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2004,TA,TA,1436,Y,0,1436,2,0,3,Gd,1,8,0,Attchd,2,Y,0,98,4,2008,210000
218,9906,4,Lvl,AllPub,Inside,Gtl,1Fam,4,4,1925,TA,TA,686,N,0,1328,1,0,3,TA,1,8,0,Detchd,1,Y,0,172,9,2006,107000
220,3010,4,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,2005,TA,TA,1248,Y,0,1248,2,0,2,Gd,1,5,0,Attchd,2,Y,0,0,3,2006,167240
223,11475,4,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1975,TA,TA,713,Y,0,1552,2,1,3,TA,1,6,1,Attchd,2,Y,0,208,2,2006,179900
224,10500,4,Lvl,AllPub,FR2,Gtl,1Fam,4,6,1971,TA,TA,864,Y,0,864,1,0,2,TA,1,4,0,Detchd,2,Y,0,0,3,2009,97000
225,13472,4,Lvl,AllPub,Inside,Gtl,1Fam,10,5,2003,TA,TA,2392,Y,0,2392,2,0,3,Ex,1,8,1,Attchd,3,Y,0,105,6,2009,386250
226,1680,4,Lvl,AllPub,Inside,Gtl,Twnhs,5,5,1971,TA,TA,630,Y,0,1302,2,1,3,TA,1,6,0,Detchd,1,Y,0,0,5,2009,112000
228,1869,4,Lvl,AllPub,Inside,Gtl,Twnhs,6,6,1970,TA,TA,483,Y,0,987,1,1,2,TA,1,5,0,Detchd,1,Y,0,0,9,2008,106000
229,8521,4,Lvl,AllPub,FR2,Gtl,1Fam,5,5,1967,TA,TA,912,Y,0,912,1,0,3,TA,1,5,1,Detchd,1,Y,0,0,5,2010,125000
230,3182,4,Lvl,AllPub,Inside,Gtl,TwnhsE,7,5,2005,TA,TA,1373,Y,0,1555,2,0,2,Gd,1,7,1,Attchd,2,Y,0,20,5,2009,192500
231,8760,4,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1959,TA,TA,1194,Y,0,1194,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,4,2010,148000
233,1680,4,Lvl,AllPub,Inside,Gtl,Twnhs,6,5,1972,TA,TA,483,Y,0,987,1,1,2,TA,1,5,1,Attchd,1,Y,0,0,6,2006,94500
234,10650,4,Lvl,AllPub,Corner,Gtl,1Fam,5,6,1976,TA,Gd,894,Y,0,894,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,2,2010,128200
235,7851,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2002,TA,TA,860,Y,0,1960,2,1,4,Gd,1,8,2,BuiltIn,2,Y,0,48,5,2010,216500
236,1680,4,Lvl,AllPub,Inside,Gtl,TwnhsE,6,3,1971,TA,TA,483,Y,0,987,1,1,2,TA,1,5,0,Detchd,1,Y,0,0,8,2008,89500
237,8773,4,Lvl,AllPub,FR2,Gtl,1Fam,7,5,2004,TA,TA,1414,Y,0,1414,2,0,3,Gd,1,6,0,Attchd,2,Y,0,105,5,2010,185500
239,12030,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2007,TA,TA,1694,Y,0,1694,2,0,3,Gd,1,7,0,Attchd,3,Y,0,228,12,2007,318000
240,8741,4,Lvl,AllPub,Inside,Gtl,1Fam,6,4,1945,TA,Fa,735,Y,0,1487,1,1,3,TA,1,7,1,Detchd,1,Y,0,140,4,2010,113000
241,9000,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2008,TA,TA,1566,Y,0,1566,2,0,3,Gd,1,7,0,Attchd,2,Y,0,168,4,2010,262500
242,3880,4,Lvl,AllPub,Inside,Gtl,1Fam,5,9,1945,Gd,TA,686,Y,0,866,1,0,2,Gd,1,4,0,NA,0,Y,0,42,8,2007,110500
243,5000,4,Lvl,AllPub,Corner,Gtl,1Fam,5,4,1900,TA,TA,540,N,0,1440,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,4,2006,79000
244,10762,4,Lvl,AllPub,Corner,Gtl,TwnhsE,6,6,1980,TA,TA,626,Y,0,1217,1,1,3,TA,1,6,1,Attchd,1,Y,0,28,4,2009,120000
246,10400,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1988,TA,TA,1845,Y,0,1872,2,0,3,TA,1,6,1,Attchd,2,Y,0,39,6,2006,241500
247,9142,4,Lvl,AllPub,Inside,Gtl,2fmCon,6,8,1910,Fa,TA,1020,N,0,1928,2,0,4,Fa,2,9,0,Detchd,1,Y,0,60,4,2006,137000
248,11310,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1954,TA,TA,1367,Y,0,1375,1,0,2,TA,1,5,1,Attchd,2,Y,0,30,6,2006,140000
249,11317,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2003,TA,TA,840,Y,0,1668,2,1,3,Gd,1,8,0,Attchd,2,Y,0,68,9,2007,180000
254,9350,4,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1964,TA,TA,1302,Y,0,1302,2,0,3,Gd,1,7,0,Attchd,1,Y,0,0,10,2007,158000
255,8400,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1957,Gd,TA,1314,Y,0,1314,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,6,2010,145000
258,8814,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2006,TA,TA,1604,Y,0,1604,2,1,3,Gd,1,8,1,Attchd,2,Y,0,110,3,2009,220000
259,12435,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2001,TA,TA,963,Y,0,1792,2,1,3,Gd,1,7,1,Attchd,2,Y,0,96,5,2008,231500
260,12702,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1956,TA,NB,0,Y,0,882,1,0,2,TA,1,4,0,Detchd,1,Y,0,45,12,2008,97000
261,19296,4,Lvl,AllPub,Corner,Gtl,1Fam,6,5,1962,TA,TA,1362,Y,0,1382,1,0,3,TA,1,6,1,Attchd,2,Y,0,0,5,2009,176000
264,5500,4,Lvl,AllPub,Corner,Gtl,1Fam,5,7,1929,TA,TA,926,Y,390,1316,1,0,3,TA,1,6,0,Detchd,2,Y,0,0,4,2010,130000
268,8400,4,Bnk,AllPub,Inside,Mod,1Fam,5,8,1939,TA,TA,720,Y,420,2192,2,1,4,Gd,1,8,1,Detchd,1,Y,0,24,7,2008,179500
269,6900,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1940,TA,TA,740,Y,0,778,1,0,2,TA,1,4,1,Detchd,1,Y,0,25,2,2008,120500
271,10728,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,,TA,TA,1095,Y,0,1939,2,1,3,Gd,1,8,1,Attchd,3,Y,0,51,8,2006,266000
274,9600,4,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1958,TA,TA,1240,Y,0,1632,2,0,3,TA,1,6,1,Attchd,1,Y,0,0,4,2009,139000
275,8314,4,Lvl,AllPub,Corner,Gtl,1Fam,5,7,1982,TA,TA,816,Y,0,816,1,0,2,TA,1,5,0,Attchd,1,Y,0,0,6,2007,124500
276,7264,4,Lvl,AllPub,Inside,Gtl,1Fam,7,7,1925,Gd,TA,952,N,0,1548,2,1,3,Ex,1,5,0,Detchd,2,Y,0,0,10,2009,205000
278,19138,4,Lvl,AllPub,Corner,Gtl,1Fam,4,5,1951,TA,TA,864,Y,0,864,1,0,2,TA,1,4,0,Detchd,2,Y,0,0,6,2010,141000
279,14450,4,Lvl,AllPub,Inside,Gtl,1Fam,9,5,2006,TA,TA,2121,Y,0,2121,2,1,3,Ex,1,8,1,Attchd,3,Y,0,98,5,2007,415298
280,10005,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1977,TA,TA,1160,Y,0,2022,2,1,4,TA,1,8,1,Attchd,2,Y,0,117,3,2008,192000
281,11287,4,Lvl,AllPub,Inside,Gtl,1Fam,7,6,1989,TA,TA,807,Y,0,1982,2,1,3,Gd,1,7,1,Attchd,2,Y,0,84,1,2007,228500
282,7200,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,2006,TA,TA,1262,Y,0,1262,2,0,2,Gd,1,5,0,Attchd,2,Y,0,120,5,2006,185000
283,5063,4,Lvl,AllPub,Inside,Gtl,Twnhs,7,5,2007,TA,TA,1314,Y,0,1314,2,0,2,Gd,1,6,1,Attchd,2,Y,0,62,4,2009,207500
284,9612,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2008,TA,TA,1468,Y,0,1468,2,0,3,Gd,1,6,1,Attchd,3,Y,0,150,12,2009,244600
285,8012,4,Lvl,AllPub,Inside,Gtl,TwnhsE,6,5,1992,TA,TA,1575,Y,0,1575,2,0,2,Gd,1,5,0,Attchd,2,Y,0,0,7,2007,179200
290,8730,4,Lvl,AllPub,Inside,Gtl,1Fam,6,7,1915,TA,TA,698,Y,0,1396,1,0,3,TA,1,7,0,Detchd,1,Y,0,0,7,2007,153575
291,15611,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2006,TA,TA,1079,Y,0,1919,2,1,3,Gd,1,8,1,Attchd,2,Y,0,51,7,2006,233230
292,5687,4,Bnk,AllPub,Inside,Gtl,2fmCon,5,6,1912,Fa,Fa,780,N,0,1716,2,0,6,Fa,1,9,0,NA,0,N,0,184,3,2008,135900
293,11409,4,Lvl,AllPub,Inside,Gtl,1Fam,5,4,1949,TA,TA,768,Y,0,1716,1,1,3,TA,1,8,1,Attchd,1,Y,0,0,1,2009,131000
295,9600,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1953,TA,TA,1416,Y,0,1644,1,0,3,TA,1,7,2,Attchd,2,Y,0,0,10,2009,167000
297,13710,4,Lvl,AllPub,Inside,Gtl,1Fam,5,5,1950,TA,TA,910,Y,0,1558,1,1,4,TA,1,6,0,Attchd,1,Y,0,0,6,2007,152000
299,11700,4,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1968,TA,TA,702,Y,0,1743,1,2,3,TA,1,7,1,Attchd,2,Y,0,0,6,2007,175000
300,14000,4,Lvl,AllPub,Inside,Gtl,1Fam,6,8,1950,Gd,TA,1092,Y,0,1152,1,0,3,Gd,1,6,1,Attchd,1,Y,0,36,8,2009,158500
301,15750,4,Lvl,AllPub,Corner,Gtl,2fmCon,5,5,1953,TA,TA,1165,Y,0,1336,1,0,2,TA,1,5,2,Attchd,1,Y,0,0,6,2006,157000
304,9800,4,Lvl,AllPub,Corner,Gtl,1Fam,5,7,1972,TA,TA,894,Y,0,894,1,0,3,TA,1,5,0,Attchd,2,Y,0,0,7,2006,149900
305,18386,4,Lvl,AllPub,Inside,Gtl,1Fam,7,9,1880,TA,TA,1470,Y,0,3493,3,0,3,Gd,1,10,1,Attchd,3,Y,0,0,5,2008,295000
306,10386,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2004,TA,TA,2000,Y,0,2000,2,0,3,Gd,1,8,0,Attchd,3,Y,0,0,7,2007,305900
307,13474,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1990,TA,TA,700,Y,0,2243,2,1,4,Gd,1,8,1,Attchd,3,Y,0,44,6,2007,225000
312,8000,4,Lvl,AllPub,Inside,Gtl,1Fam,6,6,1948,Gd,TA,972,Y,0,972,1,0,2,TA,1,5,1,Detchd,1,Y,0,0,5,2009,132000
313,7800,4,Lvl,AllPub,Inside,Gtl,2fmCon,5,7,1939,TA,TA,793,Y,0,1118,1,0,3,TA,1,5,1,Detchd,2,Y,0,0,5,2006,119900
315,9600,4,Lvl,AllPub,Inside,Gtl,1Fam,7,7,1925,TA,Gd,728,Y,0,1641,1,1,3,Ex,1,6,1,Detchd,2,Y,0,0,8,2006,178000
318,9000,4,Lvl,AllPub,Inside,Gtl,1Fam,8,5,2006,TA,TA,1088,Y,0,1959,2,1,3,Gd,1,8,1,Attchd,3,Y,0,46,12,2007,270000
319,9900,4,Low,AllPub,Inside,Mod,1Fam,7,5,1993,TA,TA,1347,Y,0,2646,2,1,4,Gd,1,9,1,Attchd,3,Y,0,60,4,2009,260000
320,14115,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,1980,TA,TA,1372,Y,0,1472,2,0,3,TA,1,6,2,Attchd,2,Y,0,48,6,2009,187500
321,16259,4,Lvl,AllPub,Corner,Gtl,1Fam,9,5,2006,TA,Gd,1249,Y,0,2596,3,1,4,Gd,1,9,0,Attchd,3,Y,0,154,9,2006,342643
324,5820,4,Lvl,AllPub,Inside,Gtl,1Fam,3,8,1955,Gd,TA,1162,Y,0,1163,1,0,3,TA,1,6,0,Attchd,1,Y,0,98,7,2006,126175
325,11275,4,Lvl,AllPub,Corner,Gtl,1Fam,7,7,1967,Gd,TA,710,Y,0,2978,2,1,5,Gd,1,11,1,BuiltIn,2,Y,0,0,6,2010,242000
326,5000,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1941,TA,TA,720,N,0,803,1,0,2,TA,1,5,0,Detchd,2,Y,0,0,12,2007,87000
328,11600,4,Lvl,AllPub,Inside,Gtl,1Fam,6,5,1960,TA,TA,1383,Y,0,1383,1,1,3,TA,1,7,0,Attchd,1,Y,0,45,4,2006,145250
330,6402,4,Lvl,AllPub,Corner,Gtl,1Fam,5,5,1920,TA,TA,596,N,0,1192,1,0,3,TA,1,6,0,Detchd,1,N,0,0,7,2009,78000
332,8176,4,Lvl,AllPub,Inside,Gtl,1Fam,5,6,1958,TA,TA,1056,Y,0,1056,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,8,2007,139000
334,8198,4,Lvl,AllPub,FR3,Gtl,TwnhsE,7,5,2004,TA,TA,1358,Y,0,1358,2,0,2,Gd,1,6,1,Attchd,2,Y,0,30,7,2008,207000
338,9135,4,Lvl,AllPub,Inside,Gtl,1Fam,7,5,2002,TA,TA,1536,Y,0,1536,2,0,3,Gd,1,7,0,Attchd,2,Y,0,74,12,2008,214000
